  -170.000000       32.9729996    
  -169.891998       32.9729996    
  -169.783997       32.9729996    
  -169.675995       32.9729996    
  -169.567993       32.9729996    
  -169.460007       32.9729996    
  -169.352005       32.9729996    
  -169.244003       32.9729996    
  -169.136002       32.9729996    
  -169.028000       32.9729996    
  -168.919998       32.9729996    
  -168.811996       32.9729996    
  -168.703995       32.9729996    
  -168.595993       32.9729996    
  -168.488007       32.9729996    
  -168.380005       32.9729996    
  -168.272003       32.9729996    
  -168.164001       32.9729996    
  -168.056000       32.9729996    
  -167.947998       32.9729996    
  -167.839996       32.9729996    
  -167.731995       32.9729996    
  -167.623993       32.9729996    
  -167.516006       32.9729996    
  -167.408005       32.9729996    
  -167.300003       32.9729996    
  -167.192001       32.9729996    
  -167.084000       32.9729996    
  -166.975998       32.9729996    
  -166.867996       32.9729996    
  -166.759995       32.9729996    
  -166.651993       32.9729996    
  -166.544006       32.9729996    
  -166.436005       32.9729996    
  -166.328003       32.9729996    
  -166.220001       32.9729996    
  -166.112000       32.9729996    
  -166.003998       32.9729996    
  -165.895996       32.9729996    
  -165.787994       32.9729996    
  -165.679993       32.9729996    
  -165.572006       32.9729996    
  -165.464005       32.9729996    
  -165.356003       32.9729996    
  -165.248001       32.9729996    
  -165.139999       32.9729996    
  -165.031998       32.9729996    
  -164.923996       32.9729996    
  -164.815994       32.9729996    
  -164.707993       32.9729996    
  -164.600006       32.9729996    
  -164.492004       32.9729996    
  -164.384003       32.9729996    
  -164.276001       32.9729996    
  -164.167999       32.9729996    
  -164.059998       32.9729996    
  -163.951996       32.9729996    
  -163.843994       32.9729996    
  -163.735992       32.9729996    
  -163.628006       32.9729996    
  -163.520004       32.9729996    
  -163.412003       32.9729996    
  -163.304001       32.9729996    
  -163.195999       32.9729996    
  -163.087997       32.9729996    
  -162.979996       32.9729996    
  -162.871994       32.9729996    
  -162.763992       32.9729996    
  -162.656006       32.9729996    
  -162.548004       32.9729996    
  -162.440002       32.9729996    
  -162.332001       32.9729996    
  -162.223999       32.9729996    
  -162.115997       32.9729996    
  -162.007996       32.9729996    
  -161.899994       32.9729996    
  -161.791992       32.9729996    
  -161.684006       32.9729996    
  -161.576004       32.9729996    
  -161.468002       32.9729996    
  -161.360001       32.9729996    
  -161.251999       32.9729996    
  -161.143997       32.9729996    
  -161.035995       32.9729996    
  -160.927994       32.9729996    
  -160.820007       32.9729996    
  -160.712006       32.9729996    
  -160.604004       32.9729996    
  -160.496002       32.9729996    
  -160.388000       32.9729996    
  -160.279999       32.9729996    
  -160.171997       32.9729996    
  -160.063995       32.9729996    
  -159.955994       32.9729996    
  -159.848007       32.9729996    
  -159.740005       32.9729996    
  -159.632004       32.9729996    
  -159.524002       32.9729996    
  -159.416000       32.9729996    
  -159.307999       32.9729996    
  -159.199997       32.9729996    
  -159.091995       32.9729996    
  -158.983994       32.9729996    
  -158.876007       32.9729996    
  -158.768005       32.9729996    
  -158.660004       32.9729996    
  -158.552002       32.9729996    
  -158.444000       32.9729996    
  -158.335999       32.9729996    
  -158.227997       32.9729996    
  -158.119995       32.9729996    
  -158.011993       32.9729996    
  -157.904007       32.9729996    
  -157.796005       32.9729996    
  -157.688004       32.9729996    
  -157.580002       32.9729996    
  -157.472000       32.9729996    
  -157.363998       32.9729996    
  -157.255997       32.9729996    
  -157.147995       32.9729996    
  -157.039993       32.9729996    
  -156.932007       32.9729996    
  -156.824005       32.9729996    
  -156.716003       32.9729996    
  -156.608002       32.9729996    
  -156.500000       32.9729996    
  -156.391998       32.9729996    
  -156.283997       32.9729996    
  -156.175995       32.9729996    
  -156.067993       32.9729996    
  -155.960007       32.9729996    
  -155.852005       32.9729996    
  -155.744003       32.9729996    
  -155.636002       32.9729996    
  -155.528000       32.9729996    
  -155.419998       32.9729996    
  -155.311996       32.9729996    
