   226.540985       12.1900005      -4226.10840      -832.697815    
   227.242584       12.3879347      -4144.83740      -832.697815    
   227.946274       12.5824547      -4063.56665      -832.697815    
   228.652008       12.7735367      -3982.29565      -832.697815    
   229.359756       12.9611549      -3901.02466      -832.697815    
   230.069519       13.1452847      -3819.75366      -832.697815    
   230.781235       13.3259020      -3738.48267      -832.697815    
   231.494888       13.5029850      -3657.21167      -832.697815    
   232.210434       13.6765089      -3575.94067      -832.697815    
   232.927856       13.8464527      -3494.66968      -832.697815    
   233.647110       14.0127945      -3413.39868      -832.697815    
   234.368164       14.1755123      -3332.12769      -832.697815    
   235.090988       14.3345852      -3250.85669      -832.697815    
   235.815552       14.4899931      -3169.58569      -832.697815    
   236.541809       14.6417170      -3088.31470      -832.697815    
   237.269714       14.7897367      -3007.04370      -832.697815    
   237.999252       14.9340334      -2925.77271      -832.697815    
   238.730392       15.0745897      -2844.50171      -832.697815    
   239.463058       15.2113867      -2763.23071      -832.697815    
   240.197250       15.3444080      -2681.95972      -832.697815    
   240.932922       15.4736366      -2600.68872      -832.697815    
   241.670029       15.5990553      -2519.41772      -832.697815    
   242.408524       15.7206497      -2438.14673      -832.697815    
   243.148376       15.8384047      -2356.87573      -832.697815    
   243.889542       15.9523039      -2275.60474      -832.697815    
   244.631973       16.0623341      -2194.33374      -832.697815    
   245.375656       16.1684837      -2113.06274      -832.697815    
   246.120514       16.2707348      -2031.79175      -832.697815    
   246.866531       16.3690777      -1950.52075      -832.697815    
   247.613663       16.4635010      -1869.24976      -832.697815    
   248.361847       16.5539913      -1787.97876      -832.697815    
   249.111053       16.6405392      -1706.70776      -832.697815    
   249.861221       16.7231312      -1625.43677      -832.697815    
   250.612335       16.8017597      -1544.16577      -832.697815    
   251.364334       16.8764133      -1462.89478      -832.697815    
   252.117188       16.9470825      -1381.62378      -832.697815    
   252.870819       17.0137615      -1300.35278      -832.697815    
   253.625214       17.0764408      -1219.08179      -832.697815    
   254.380325       17.1351109      -1137.81079      -832.697815    
   255.136078       17.1897659      -1056.53979      -832.697815    
   255.892456       17.2404003      -975.268738      -832.697815    
   256.649414       17.2870045      -893.997742      -832.697815    
   257.406860       17.3295765      -812.726746      -832.697815    
   258.164795       17.3681107      -731.455750      -832.697815    
   258.923187       17.4026012      -650.184753      -832.697815    
   259.681915       17.4330425      -568.913757      -832.697815    
   260.441010       17.4594345      -487.642792      -832.697815    
   261.200378       17.4817696      -406.371796      -832.697815    
   261.959991       17.5000496      -325.100800      -832.697815    
   262.719788       17.5142689      -243.829788      -832.697815    
   263.479736       17.5244274      -162.558792      -832.697815    
   264.239746       17.5305233      -81.2878036      -832.697815    
   264.999847       17.5325546      -1.68057736E-02  -832.697815    
   265.759918       17.5305233       81.2541885      -832.697815    
   266.519958       17.5244293       162.525192      -832.697815    
   267.279907       17.5142727       243.796188      -832.697815    
   268.039703       17.5000553       325.067169      -832.697815    
   268.799316       17.4817791       406.338165      -832.697815    
   269.558685       17.4594440       487.609161      -832.697815    
   270.317749       17.4330540       568.880188      -832.697815    
   271.076508       17.4026146       650.151184      -832.697815    
